Asset_Number_AR,Asset_Description_AR,Category,Model_No,Model_Description,Colour_Scheme,Easting_Coord,Northing_Coord
1079211,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321310.5085,5812612.708
1079212,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321088.5131,5812533.973
1079213,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321273.567,5812639.492
1079217,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320148.1371,5812334.813
1079218,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320166.8057,5812286.023
1079219,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320187.709,5812232.984
1079220,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Mid Brunswick Green,320205.751,5812185.083
1079221,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320477.9968,5813409.678
1079222,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320374.5276,5813606.589
1079223,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320392.1572,5813613.418
1079224,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321408.0655,5811227.205
1079225,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321405.2784,5811226.145
1079226,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321315.085,5811214.527
1079227,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321336.9283,5811222.996
1079228,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321425.2004,5811257.439
1079229,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321439.1277,5811212.118
1079230,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321442.8383,5811430.014
1079231,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321363.95,5811089.912
1079232,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321212.0858,5811148.78
1079233,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321129.3054,5811116.557
1079234,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321100.8572,5811105.059
1079235,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320997.6271,5811090.382
1079236,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320977.7133,5811058.309
1079237,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321027.6173,5811075.825
1079238,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321096.3879,5811209.438
1079239,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321085.66,5811232.964
1079240,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,321174.6165,5811267.977
1079241,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320960.8999,5811749.7
1079242,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320948.8197,5811693.592
1079243,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320847.445,5811746.451
1079244,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320800.6661,5811727.235
1079245,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320863.5162,5811853.819
1079246,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320766.0912,5811653.42
1079247,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320958.4344,5813775.755
1079248,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320949.7103,5813703.4
1079249,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321168.0858,5814743.842
1079250,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321095.1923,5814727.345
1079251,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321238.118,5814736.143
1079252,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321300.7289,5814676.565
1079253,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321486.8053,5814682.934
1079254,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321397.6097,5814717.857
1079255,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322449.9812,5812779.874
1079256,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322670.0141,5812664.947
1079257,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,323100.993,5812816.397
1079259,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322972.1264,5812600.96
1079260,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,323005.3161,5812597.511
1079261,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,323035.1579,5812593.931
1079262,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322914.9166,5812582.804
1079263,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322939.4645,5812571.426
1079264,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322195.5465,5812607.579
1079265,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322315.8043,5813446.141
1079266,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321698.782,5813517.737
1079267,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321781.2078,5813358.319
1079268,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321764.2707,5813176.655
1079269,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321760.6591,5813176.575
1079270,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321766.1755,5813173.696
1079271,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321768.5751,5813193.062
1079272,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321767.5691,5813195.141
1079273,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321772.5166,5813193.921
1079276,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319767.4416,5815971.306
1079277,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319762.4363,5815974.305
1079278,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319756.153,5815983.614
1079279,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319755.4108,5815989.362
1079280,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319762.1395,5815996.061
1079281,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319762.4528,5815997.621
1079282,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319763.2939,5815999.41
1079283,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319815.4325,5816028.535
1079284,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319818.3763,5816023.486
1079285,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,315430.8125,5811310.288
1079286,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,315442.7443,5811284.583
1079288,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320786.1286,5812471.186
1079289,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320787.4727,5812458.728
1079290,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320764.1369,5813319.866
1079291,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320785.1226,5813265.937
1079293,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320804.0717,5813264.937
1079294,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320799.6189,5813276.315
1079295,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320798.0109,5813280.114
1079296,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320776.5799,5813335.103
1079297,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320780.1916,5813325.935
1079298,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320781.6841,5813322.316
1079299,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320785.0567,5813314.157
1079300,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320787.1346,5813308.439
1079301,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320791.9667,5813296.421
1079302,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320794.0694,5813290.742
1079303,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320720.4255,5813105.449
1079304,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320726.8903,5813107.809
1079305,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321281.9943,5812826.135
1079306,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321625.0309,5812960.918
1079307,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320953.1653,5812881.354
1079308,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320991.9869,5812788.603
1079309,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320993.0341,5812786.363
1079310,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321169.3639,5812790.412
1079311,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321170.576,5812789.082
1079312,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320993.6443,5812808.079
1079313,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320987.7155,5812799.63
1079314,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321003.4651,5812778.415
1079315,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321005.6091,5812774.495
1079316,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321020.9134,5812734.753
1079317,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321022.241,5812731.164
1079318,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321007.1263,5812765.207
1079319,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321008.0581,5812763.008
1079320,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320992.4569,5812732.504
1079324,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320149.0771,5812398.101
1079326,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320084.1986,5812565.327
1079327,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320108.6394,5812501.69
1079328,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320312.6175,5813795.301
1079329,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,322688.691,5811321.826
1079330,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319226.8338,5814800.94
1079331,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319035.3481,5814566.247
1079332,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319384.3382,5814551.27
1079333,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319058.0902,5814797.891
1079334,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319808.3988,5814459.878
1079335,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319795.1724,5814444.271
1079336,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319760.7129,5814408.769
1079337,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319709.7369,5814391.442
1079338,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319719.7309,5814401.65
1079340,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319164.5692,5814081.934
1079342,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319463.779,5814047.211
1079345,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319534.849,5814035.471
1079346,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319489.6463,5813943.971
1079347,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319493.0683,5813977.135
1079348,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319495.9626,5814001.18
1079349,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319478.9844,5813855.809
1079350,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319457.743,5813848.571
1079351,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320398.3334,5813657.619
1079352,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320379.1782,5813679.304
1079353,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320377.6115,5813682.934
1079354,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,322438.5606,5810682.454
1079355,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,322442.0157,5810681.864
1079356,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,322201.5,5810697.861
1079357,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,322195.7691,5810716.327
1079358,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,322633.8394,5808852.21
1079359,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,319872.1724,5812998.301
1079360,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,319866.7219,5812996.481
1079361,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320954.6166,5814036.443
1079362,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,322348.1611,5810677.165
1079364,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322562.6116,5809427.535
1079366,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,322810.7959,5810175.705
1079367,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322678.3919,5809386.173
1079368,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322489.1491,5809413.178
1079369,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322439.6079,5809419.876
1079370,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,322392.1941,5809426.405
1079371,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319571.9566,5813824.945
1079372,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319654.4566,5813814.767
1079373,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319673.4303,5813812.738
1079374,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319562.8779,5813801.01
1079376,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320733.2808,5813631.274
1079377,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320601.9488,5812513.138
1079378,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320047.9497,5814171.246
1079379,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320494.9503,5813422.346
1079381,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320196.7465,5812209.938
1079382,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320199.5501,5812203.14
1079384,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320351.8514,5813162.038
1079385,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320367.0486,5813120.036
1079386,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320388.4466,5813065.837
1079387,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320414.7509,5812997.341
1079391,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320362.5463,5813063.738
1079392,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320388.4466,5812995.441
1079393,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320410.9496,5812936.743
1079394,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320459.2539,5812811.838
1079396,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320763.5514,5812599.63
1079397,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320692.5545,5812594.131
1079398,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321535.2828,5812926.235
1079399,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320891.1728,5812650.81
1079400,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320450.1505,5813973.746
1079401,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320666.6542,5812832.834
1079403,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320685.4548,5812817.037
1079404,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321085.157,5813192.632
1079405,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,321106.7777,5813134.403
1079406,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321140.223,5813048.291
1079408,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321015.2238,5813370.806
1079409,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321095.0438,5813099.37
1079410,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321053.8145,5813271.756
1079411,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321121.9336,5813035.553
1079413,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320589.8521,5813054.239
1079415,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320565.8483,5813019.736
1079416,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321183.2582,5812939.132
1079417,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321203.0565,5812886.833
1079418,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321139.3572,5812984.233
1079419,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321207.8144,5812809.258
1079420,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321223.4568,5812770.136
1079422,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321253.1585,5812693.632
1079423,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320668.3858,5813085.383
1079424,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320660.1482,5813056.239
1079425,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320735.6556,5813086.333
1079426,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321211.9538,5813503.34
1079427,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321235.2567,5813442.642
1079428,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321235.4546,5813377.335
1079431,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320012.7481,5812108.139
1079432,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,319995.0442,5812084.243
1079435,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,319934.3463,5813021.036
1079436,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,321381.6374,5812973.336
1079437,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320413.1512,5813208.139
1079438,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320463.7479,5813253.64
1079439,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320685.9495,5813341.142
1079440,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320438.2929,5813870.026
1079441,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,317180.0511,5814742.162
1079442,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,319469.2872,5814071.076
1079443,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Dark Brunswick Green,320210.6491,5813128.934
1079444,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,,320040.0502,5813724.245
1079445,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320913.0079,5812196.601
1079446,Seat - Metal Seat,Seat,201101-016,Seat - Metal Seat,Hawthorn Green,320915.4322,5812196.891
